word_count,average_word_length,sentence_count,average_sentence_length,flesch_reading_ease,flesch_kincaid_grade,gunning_fog,smog_index,difficult_words,cefr_level,cefr_numeric
34,5.617647058823529,1,34.0,13.077941176470631,19.881764705882357,24.188235294117646,20.267338824336647,14,B1,2
25,5.36,1,25.0,49.48400000000001,12.568000000000001,14.8,13.023866798666859,9,B2,3
17,5.176470588235294,1,17.0,40.2858823529412,11.863529411764706,16.211764705882356,15.903189008614273,6,B1,2
13,5.6923076923076925,1,13.0,46.60500000000002,9.740000000000002,11.466666666666669,11.20814326018867,5,B1,2
32,5.09375,1,32.0,17.0861290322581,18.577419354838714,20.14193548387097,17.122413403193683,13,B2,3
18,5.0,1,18.0,38.16500000000002,12.407777777777778,13.866666666666669,13.023866798666859,5,B1,2
15,6.0,1,15.0,-0.14999999999997726,17.006666666666664,19.333333333333336,18.243605946275583,7,B2,3
21,4.761904761904762,1,21.0,55.40500000000003,10.500000000000004,12.0,13.023866798666859,3,B1,2
48,4.895833333333333,1,48.0,17.11500000000001,22.79666666666667,25.033333333333335,18.243605946275583,13,B2,3
22,4.590909090909091,1,22.0,62.10739130434784,10.310434782608699,14.417391304347825,13.023866798666859,6,B1,2
21,4.714285714285714,1,21.0,42.71500000000003,12.270000000000003,12.0,11.20814326018867,3,B2,3
17,6.117647058823529,1,17.0,10.427058823529421,16.028235294117646,23.27058823529412,18.243605946275583,6,C1,4
18,6.333333333333333,1,18.0,-8.835000000000008,18.963333333333335,27.200000000000003,20.267338824336647,5,C1,4
42,4.428571428571429,1,42.0,27.23357142857145,19.894761904761904,23.46666666666667,18.243605946275583,9,C1,4
29,4.379310344827586,1,29.0,31.537931034482796,16.0648275862069,19.875862068965517,17.122413403193683,7,C1,4
21,5.619047619047619,1,21.0,12.291428571428611,16.761904761904763,23.63809523809524,19.287186520377343,6,C2,5
6,4.833333333333333,1,6.0,73.84500000000001,4.450000000000003,9.066666666666668,8.841846274778883,2,A2,1
10,5.2,1,10.0,69.78500000000001,6.010000000000002,8.0,8.841846274778883,3,C1,4
27,4.185185185185185,1,27.0,47.83000000000001,13.29555555555556,13.762962962962963,11.20814326018867,8,B2,3
21,5.523809523809524,1,21.0,28.40571428571431,14.514285714285716,16.019047619047623,17.122413403193683,7,B2,3
33,5.0606060606060606,1,33.0,27.212727272727278,17.66181818181818,19.260606060606065,18.243605946275583,6,B2,3
13,4.230769230769231,1,13.0,56.97846153846157,8.541538461538462,8.276923076923078,8.841846274778883,4,B2,3
11,5.090909090909091,1,11.0,26.470000000000027,12.3,15.30909090909091,13.023866798666859,4,A2,1
16,5.4375,1,16.0,31.97,12.775000000000002,13.9,14.554592549557764,6,A2,1
43,4.906976744186046,1,43.0,27.43651162790698,20.114883720930234,23.711627906976744,18.243605946275583,15,B2,3
26,5.576923076923077,1,26.0,17.752692307692342,17.242307692307694,21.16923076923077,18.243605946275583,12,B2,3
13,6.6923076923076925,1,13.0,11.424615384615407,14.895384615384618,17.50769230769231,14.554592549557764,5,C2,5
37,6.324324324324325,1,37.0,-2.206486486486483,22.758918918918926,25.610810810810815,21.19438992294339,19,C1,4
33,6.03030303030303,2,16.5,5.532499999999999,16.462500000000002,21.400000000000002,17.122413403193683,16,C1,4
22,5.090909090909091,1,22.0,38.37772727272727,13.371818181818181,17.89090909090909,15.903189008614273,8,B2,3
18,5.666666666666667,1,18.0,35.309411764705914,12.55764705882353,16.211764705882356,14.554592549557764,7,B2,3
21,5.0,1,21.0,34.255000000000024,13.450000000000003,16.0,14.554592549557764,8,C1,4
28,4.75,1,28.0,57.55785714285717,12.187142857142856,16.914285714285715,14.554592549557764,6,C1,4
14,5.428571428571429,1,14.0,53.639285714285734,9.255714285714287,11.314285714285715,11.20814326018867,7,B2,3
11,5.2727272727272725,1,11.0,64.9245454545455,6.936363636363637,8.036363636363637,8.841846274778883,4,B1,2
40,4.775,1,40.0,37.09615384615384,17.773846153846154,21.753846153846155,17.122413403193683,12,C1,4
42,4.404761904761905,1,42.0,49.66878048780491,16.51707317073171,17.37560975609756,8.841846274778883,9,B2,3
22,5.2272727272727275,1,22.0,42.223181818181814,12.83545454545455,17.89090909090909,15.903189008614273,8,B1,2
10,3.9,1,10.0,56.70000000000002,7.58666666666667,12.488888888888889,11.20814326018867,2,A2,1
12,6.5,1,12.0,-9.794999999999959,17.606666666666666,21.46666666666667,15.903189008614273,6,B2,3
7,4.714285714285714,1,7.0,78.87285714285717,3.997142857142858,2.8000000000000003,3.1291,1,A1,0
12,4.25,1,12.0,88.905,3.84,4.800000000000001,3.1291,3,A2,1
6,4.666666666666667,1,6.0,87.94500000000002,2.4833333333333343,2.4000000000000004,3.1291,1,A2,1
19,4.894736842105263,1,19.0,62.87631578947371,9.209473684210526,11.810526315789474,11.20814326018867,4,B1,2
12,5.25,1,12.0,67.75500000000001,6.790000000000003,8.133333333333335,11.20814326018867,1,B1,2
27,4.814814814814815,1,27.0,40.529615384615425,14.065384615384616,19.630769230769232,17.122413403193683,9,C1,4
32,3.6875,1,32.0,79.18000000000002,10.165000000000003,12.8,3.1291,3,B2,3
44,4.840909090909091,1,44.0,17.970454545454572,21.68363636363637,26.690909090909088,21.19438992294339,12,C1,4
14,4.428571428571429,1,14.0,83.85357142857143,5.041428571428572,5.6000000000000005,3.1291,0,B1,2
18,4.166666666666667,1,18.0,89.865,5.196666666666669,7.2,3.1291,1,C1,4
23,4.478260869565218,1,23.0,56.6057142857143,10.580952380952379,8.4,11.20814326018867,6,B1,2
31,4.032258064516129,1,31.0,65.96125000000002,12.008750000000003,12.8,3.1291,8,C1,4
34,4.294117647058823,1,34.0,65.3308823529412,12.593529411764706,14.776470588235293,8.841846274778883,4,C1,4
23,4.304347826086956,1,23.0,76.82043478260871,8.25826086956522,12.678260869565218,11.20814326018867,3,B2,3
23,5.217391304347826,1,23.0,26.84136363636364,14.98090909090909,19.70909090909091,17.122413403193683,8,B1,2
10,3.3,1,10.0,103.625,1.2900000000000027,4.0,3.1291,1,A2,1
17,4.235294117647059,1,17.0,63.69500000000001,8.350000000000005,11.4,11.20814326018867,4,B1,2
16,4.1875,1,16.0,67.53000000000003,7.566666666666666,11.333333333333336,11.20814326018867,3,A2,1
18,3.7777777777777777,1,18.0,75.12117647058825,7.004705882352944,6.800000000000001,3.1291,2,B1,2
13,4.384615384615385,1,13.0,96.02461538461542,3.0953846153846136,5.2,3.1291,1,B1,2
5,6.4,1,5.0,49.48000000000002,7.600000000000001,10.0,8.841846274778883,1,A2,1
12,4.416666666666667,1,12.0,72.61545454545457,5.863636363636363,8.036363636363637,11.20814326018867,2,A2,1
45,4.133333333333334,1,45.0,37.27372093023257,18.74279069767442,19.990697674418605,15.903189008614273,9,B2,3
13,4.076923076923077,1,13.0,69.99384615384618,6.726153846153846,8.276923076923078,8.841846274778883,3,A2,1
23,4.130434782608695,3,7.666666666666667,66.7871428571429,5.682857142857145,8.514285714285714,8.841846274778883,4,B1,2
10,3.1,1,10.0,84.90000000000003,3.653333333333336,3.6,3.1291,0,A2,1
7,4.142857142857143,1,7.0,115.13000000000002,-1.0599999999999987,2.8000000000000003,3.1291,0,A2,1
20,4.3,1,20.0,76.55500000000004,7.550000000000001,10.0,11.20814326018867,1,A2,1
36,4.222222222222222,1,36.0,52.889705882352956,14.328823529411768,17.129411764705885,13.023866798666859,7,B2,3
17,4.294117647058823,1,17.0,75.12117647058825,7.004705882352944,6.800000000000001,8.841846274778883,2,A2,1
14,4.571428571428571,1,14.0,53.639285714285734,9.255714285714287,11.314285714285715,11.20814326018867,4,B1,2
11,4.181818181818182,1,11.0,80.30636363636367,4.790909090909089,4.4,3.1291,1,A2,1
6,5.166666666666667,1,6.0,31.545000000000016,10.350000000000001,15.733333333333334,11.20814326018867,2,A2,1
25,3.52,1,25.0,69.67500000000004,9.503333333333334,9.600000000000001,8.841846274778883,4,B2,3
24,3.4583333333333335,1,24.0,84.17695652173914,7.232173913043479,10.93913043478261,8.841846274778883,1,A2,1
22,4.545454545454546,1,22.0,64.66285714285716,9.457142857142859,12.20952380952381,11.20814326018867,5,A2,1
26,4.538461538461538,1,26.0,53.54500000000003,12.250000000000004,13.476923076923079,11.20814326018867,3,B1,2
26,3.8461538461538463,1,26.0,73.17200000000001,9.264,11.600000000000001,8.841846274778883,2,B1,2
12,5.583333333333333,1,12.0,37.455384615384645,11.264615384615386,11.353846153846156,11.20814326018867,6,B2,3
18,4.444444444444445,1,18.0,50.2388235294118,10.47529411764706,11.505882352941178,13.023866798666859,5,B2,3
17,5.176470588235294,1,17.0,33.690000000000026,12.286666666666669,16.666666666666668,14.554592549557764,6,C1,4
42,3.9285714285714284,2,21.0,61.75000000000003,9.615000000000002,13.0,12.161744961471694,9,C1,4
8,9.625,1,8.0,-86.80999999999997,27.355,28.200000000000003,15.903189008614273,6,B2,3
11,4.0,1,11.0,80.30636363636367,4.790909090909089,8.036363636363637,8.841846274778883,3,B1,2
18,4.0,1,18.0,75.76500000000001,7.163333333333334,9.422222222222222,8.841846274778883,3,B1,2
13,4.769230769230769,1,13.0,63.486153846153854,7.633846153846157,8.276923076923078,8.841846274778883,3,B1,2
14,5.285714285714286,1,14.0,47.59642857142859,10.098571428571429,14.171428571428573,14.554592549557764,4,B2,3
12,4.416666666666667,1,12.0,81.85500000000002,4.823333333333334,8.133333333333335,8.841846274778883,1,A2,1
11,4.454545454545454,1,11.0,87.99727272727276,3.7181818181818187,4.4,3.1291,2,A2,1
17,3.235294117647059,1,17.0,90.13250000000001,4.662500000000001,6.4,3.1291,1,A2,1
9,5.888888888888889,1,9.0,28.50000000000003,11.520000000000003,12.488888888888889,11.20814326018867,4,A2,1
5,4.2,1,5.0,83.32000000000004,2.879999999999999,2.0,3.1291,0,A2,1
10,4.4,1,10.0,78.24500000000002,4.830000000000002,4.0,3.1291,3,B1,2
13,4.769230769230769,1,13.0,76.50153846153849,5.818461538461541,5.2,3.1291,3,A2,1
23,4.478260869565218,1,23.0,69.46391304347827,9.284347826086957,10.93913043478261,8.841846274778883,7,B1,2
30,5.233333333333333,1,30.0,29.745000000000033,16.563333333333336,20.0,18.243605946275583,9,B2,3
26,5.153846153846154,1,26.0,47.037307692307735,13.157692307692308,15.015384615384617,13.023866798666859,10,B2,3
19,4.052631578947368,1,19.0,66.36500000000001,8.474444444444444,11.644444444444446,11.20814326018867,5,B1,2
30,5.1,1,30.0,24.105000000000018,17.350000000000005,18.666666666666668,15.903189008614273,9,B2,3
25,4.92,1,25.0,32.56400000000002,14.928,16.400000000000002,14.554592549557764,8,B2,3
16,7.25,1,16.0,-20.905,20.150000000000002,26.400000000000002,19.287186520377343,11,B2,3
46,6.173913043478261,1,46.0,-26.839999999999975,28.182222222222226,32.22222222222222,25.98008509911553,23,C1,4
8,5.0,1,8.0,40.09,9.655000000000001,13.200000000000001,11.20814326018867,4,A2,1
27,6.481481481481482,1,27.0,-17.97,22.473333333333333,27.096296296296295,22.076135915942103,15,B2,3
20,5.6,1,20.0,34.255000000000024,13.450000000000003,16.0,14.554592549557764,7,B2,3
36,5.527777777777778,1,36.0,-1.254999999999967,22.377777777777776,27.733333333333338,22.918633597333717,18,C2,5
20,6.05,1,20.0,8.875000000000028,16.99,20.0,17.122413403193683,10,A2,1
41,4.951219512195122,1,41.0,24.907804878048836,19.970731707317075,22.253658536585366,17.122413403193683,17,C1,4
43,5.0,1,43.0,27.43651162790698,20.114883720930234,25.572093023255817,20.267338824336647,14,B2,3
21,6.238095238095238,1,21.0,32.43428571428572,13.952380952380953,19.82857142857143,17.122413403193683,4,B2,3
19,5.105263157894737,1,19.0,58.42368421052632,9.830526315789477,13.915789473684212,13.023866798666859,6,B2,3
31,5.225806451612903,1,31.0,30.731290322580662,16.674193548387098,21.43225806451613,19.287186520377343,9,C1,4
32,4.875,1,32.0,44.81125000000003,14.958750000000002,17.8,14.554592549557764,8,C1,4
32,5.375,1,32.0,21.01750000000004,18.277500000000007,20.3,18.243605946275583,10,B2,3
12,5.5,1,12.0,39.55500000000001,10.723333333333333,18.133333333333336,14.554592549557764,6,B2,3
12,4.666666666666667,1,12.0,60.70500000000001,7.773333333333333,8.133333333333335,8.841846274778883,4,B1,2
27,4.62962962962963,1,27.0,27.514230769230807,15.880769230769232,19.630769230769232,18.243605946275583,9,B2,3
33,5.787878787878788,1,33.0,8.101470588235316,20.575882352941175,23.011764705882356,20.267338824336647,15,C1,4
29,6.689655172413793,1,29.0,-23.889655172413768,23.795862068965523,29.531034482758624,23.72669961743115,15,C1,4
24,5.708333333333333,1,24.0,10.611739130434785,17.493043478260876,19.63478260869565,17.122413403193683,9,B2,3
49,4.469387755102041,1,49.0,43.14897959183676,19.41387755102041,22.86530612244898,14.554592549557764,8,C2,5
38,5.2894736842105265,1,38.0,32.459736842105286,18.1721052631579,20.46315789473684,15.903189008614273,14,B2,3
22,4.181818181818182,1,22.0,76.74857142857144,7.771428571428572,8.4,8.841846274778883,3,B1,2
12,5.25,1,12.0,39.55500000000001,10.723333333333333,11.466666666666669,11.20814326018867,5,B2,3
25,5.04,1,25.0,43.20689655172416,14.437241379310347,15.73793103448276,13.023866798666859,9,B2,3
21,5.428571428571429,1,21.0,30.686818181818182,14.444545454545459,16.072727272727274,15.903189008614273,9,B2,3
15,4.6,1,15.0,58.4075,9.087500000000002,11.4,11.20814326018867,5,C1,4
14,5.357142857142857,1,14.0,44.97000000000003,10.713333333333338,14.0,13.023866798666859,4,A2,1
17,4.235294117647059,1,17.0,65.16823529411766,8.39294117647059,9.15294117647059,8.841846274778883,5,B1,2
44,4.9772727272727275,2,22.0,49.91409090909093,11.762727272727272,14.254545454545458,13.81666964889586,11,B2,3
19,6.2105263157894735,1,19.0,9.4447368421053,16.662105263157894,18.126315789473683,15.903189008614273,8,B2,3
16,5.1875,1,16.0,56.25000000000003,9.140000000000004,14.0,13.023866798666859,5,B2,3
15,4.266666666666667,1,15.0,67.53000000000003,7.566666666666666,8.666666666666668,8.841846274778883,2,B1,2
34,4.617647058823529,1,34.0,33.46032258064517,16.293548387096777,21.43225806451613,18.243605946275583,10,C2,5
45,4.711111111111111,1,45.0,11.69697674418606,22.310232558139536,26.50232558139535,21.19438992294339,14,C1,4
34,5.205882352941177,1,34.0,40.448529411764724,16.064117647058826,15.952941176470588,11.20814326018867,8,B2,3
17,5.235294117647059,1,17.0,16.107500000000016,14.9875,21.400000000000002,17.122413403193683,6,B1,2
22,5.590909090909091,1,22.0,34.532272727272726,13.90818181818182,17.89090909090909,15.903189008614273,8,B2,3
26,5.615384615384615,1,26.0,-1.275999999999982,19.648,24.400000000000002,20.267338824336647,12,B2,3
22,5.181818181818182,1,22.0,34.532272727272726,13.90818181818182,16.072727272727274,14.554592549557764,7,B2,3
15,5.733333333333333,1,15.0,28.05000000000001,13.073333333333338,14.0,13.023866798666859,7,C1,4
23,6.304347826086956,1,23.0,3.768636363636375,18.19909090909091,21.527272727272727,18.243605946275583,11,C1,4
22,6.5,1,22.0,-7.767727272727285,19.808181818181826,23.345454545454547,20.267338824336647,11,B2,3
18,4.0,1,18.0,66.36500000000001,8.474444444444444,11.644444444444446,11.20814326018867,4,A2,1
9,2.888888888888889,1,9.0,84.90000000000003,3.653333333333336,3.6,3.1291,2,A2,1
12,4.0,1,12.0,81.85500000000002,4.823333333333334,8.133333333333335,8.841846274778883,2,A2,1
13,4.461538461538462,1,13.0,69.99384615384618,6.726153846153846,8.276923076923078,11.20814326018867,3,A2,1
12,3.5833333333333335,1,12.0,81.85500000000002,4.823333333333334,8.133333333333335,11.20814326018867,1,A2,1
5,3.6,1,5.0,54.72500000000002,6.620000000000001,1.6,3.1291,0,A2,1
6,3.3333333333333335,1,6.0,102.045,0.5166666666666693,2.4000000000000004,3.1291,0,A2,1
7,2.7142857142857144,1,7.0,116.14500000000001,-1.4499999999999993,2.4000000000000004,3.1291,0,A1,0
6,3.8333333333333335,1,6.0,87.94500000000002,2.4833333333333343,2.4000000000000004,3.1291,1,A2,1
19,3.736842105263158,1,19.0,85.16499999999999,5.852222222222224,9.422222222222222,8.841846274778883,2,A2,1
13,4.3076923076923075,1,13.0,89.51692307692309,4.003076923076925,5.2,3.1291,0,A1,0
16,4.25,1,16.0,58.4075,9.087500000000002,8.9,11.20814326018867,3,A2,1
20,3.8,1,20.0,72.32500000000003,8.140000000000004,12.0,11.20814326018867,3,A2,1
50,3.5,1,50.0,56.25700000000002,17.834,20.0,3.1291,3,B1,2
6,3.3333333333333335,1,6.0,100.24000000000002,0.5199999999999996,2.0,3.1291,1,A1,0
6,3.5,1,6.0,102.045,0.5166666666666693,2.4000000000000004,3.1291,1,A1,0
9,3.4444444444444446,1,9.0,92.965,2.280000000000001,3.2,3.1291,0,A2,1
16,4.125,1,16.0,68.9825,7.612500000000001,8.9,8.841846274778883,4,B2,3
9,4.888888888888889,1,9.0,61.24000000000001,6.705000000000002,8.200000000000001,8.841846274778883,2,A2,1
21,3.380952380952381,2,10.5,94.30000000000001,2.342222222222226,3.6,3.1291,2,B1,2
14,3.0714285714285716,1,14.0,101.98214285714286,2.5128571428571433,5.6000000000000005,3.1291,0,A2,1
8,4.375,1,8.0,71.81500000000001,5.230000000000004,8.200000000000001,8.841846274778883,2,A2,1
14,3.0714285714285716,1,14.0,103.00500000000001,1.8733333333333313,4.800000000000001,3.1291,1,A2,1
25,3.72,2,12.5,85.85950000000001,4.388999999999999,8.200000000000001,8.841846274778883,4,B2,3
43,4.0,1,43.0,51.73219512195125,16.229268292682928,17.37560975609756,8.841846274778883,10,C1,4
4,5.0,1,4.0,75.87500000000001,3.6700000000000017,1.6,8.841846274778883,0,A1,0
17,3.8823529411764706,1,17.0,80.09764705882354,6.310588235294119,9.15294117647059,8.841846274778883,2,B1,2
4,3.25,1,4.0,97.025,0.7199999999999989,1.6,3.1291,1,A2,1
7,3.7142857142857144,1,7.0,87.94500000000002,2.4833333333333343,2.4000000000000004,8.841846274778883,0,A2,1
6,4.833333333333333,1,6.0,73.84500000000001,4.450000000000003,9.066666666666668,8.841846274778883,1,A2,1
9,3.5555555555555554,1,9.0,84.90000000000003,3.653333333333336,3.6,8.841846274778883,0,A1,0
5,4.4,1,5.0,117.16000000000003,-1.8399999999999999,2.0,3.1291,0,A1,0
10,5.2,1,10.0,69.78500000000001,6.010000000000002,4.0,8.841846274778883,2,A2,1
10,4.0,1,10.0,75.50000000000003,4.964444444444446,8.044444444444444,8.841846274778883,3,A2,1
3,4.666666666666667,1,3.0,75.87500000000001,3.6700000000000017,1.6,3.1291,1,A1,0
7,3.4285714285714284,1,7.0,82.39000000000001,3.7550000000000026,3.2,8.841846274778883,0,A1,0
4,3.25,1,4.0,97.025,0.7199999999999989,1.6,3.1291,0,A1,0
7,3.4285714285714284,1,7.0,103.04428571428575,0.6257142857142846,2.8000000000000003,3.1291,0,A2,1
7,3.857142857142857,1,7.0,103.04428571428575,0.6257142857142846,2.8000000000000003,3.1291,0,A2,1
7,5.142857142857143,1,7.0,66.7871428571429,5.682857142857145,2.8000000000000003,3.1291,1,B1,2
10,2.7,1,10.0,103.70000000000002,1.0311111111111124,3.6,3.1291,1,A2,1
10,3.6,1,10.0,103.625,1.2900000000000027,4.0,3.1291,1,B1,2
8,4.125,1,8.0,82.39000000000001,3.7550000000000026,8.200000000000001,8.841846274778883,1,A2,1
40,4.425,1,40.0,52.66918918918921,15.104864864864865,19.124324324324323,14.554592549557764,5,B2,3
15,4.066666666666666,1,15.0,63.486153846153854,7.633846153846157,8.276923076923078,11.20814326018867,2,B1,2
30,5.133333333333334,1,30.0,35.38500000000002,15.776666666666667,18.666666666666668,17.122413403193683,6,B2,3
25,3.24,1,25.0,80.49869565217392,7.745217391304351,10.93913043478261,8.841846274778883,3,B1,2
3,5.0,1,3.0,62.79000000000002,5.246666666666666,1.2000000000000002,3.1291,1,A1,0
23,4.086956521739131,1,23.0,72.9868181818182,8.544545454545453,12.436363636363637,11.20814326018867,3,B1,2
10,3.8,1,10.0,103.625,1.2900000000000027,4.0,3.1291,0,A2,1
36,5.055555555555555,1,36.0,22.245000000000033,19.100000000000005,23.28888888888889,19.287186520377343,11,B2,3
18,4.0,1,18.0,71.06500000000001,7.818888888888889,11.644444444444446,11.20814326018867,4,A2,1
16,3.75,2,8.0,94.78197368421053,2.399210526315791,8.010526315789475,8.841846274778883,2,B1,2
8,5.25,1,8.0,50.66500000000002,8.180000000000003,13.200000000000001,11.20814326018867,3,B1,2
4,3.0,1,4.0,118.17500000000001,-2.2299999999999986,1.6,3.1291,0,A1,0
7,5.428571428571429,1,7.0,30.53000000000003,10.740000000000002,19.942857142857143,13.023866798666859,3,B2,3
13,3.3076923076923075,1,13.0,96.02461538461542,3.0953846153846136,5.2,3.1291,1,B2,3
24,4.458333333333333,1,24.0,62.62500000000003,10.486666666666668,11.266666666666667,11.20814326018867,4,B1,2
18,4.888888888888889,1,18.0,71.06500000000001,7.818888888888889,11.644444444444446,11.20814326018867,4,B1,2
8,4.875,1,8.0,71.81500000000001,5.230000000000004,3.2,3.1291,2,B1,2
30,3.2666666666666666,1,30.0,75.6864285714286,9.658571428571431,12.62857142857143,8.841846274778883,1,B2,3
5,6.2,1,5.0,-1.2799999999999727,14.68,18.0,11.20814326018867,3,A2,1
21,4.190476190476191,1,21.0,59.63500000000003,9.910000000000004,14.0,13.023866798666859,6,B1,2
11,5.636363636363637,1,11.0,41.8518181818182,10.154545454545456,15.30909090909091,13.023866798666859,6,B2,3
12,2.9166666666666665,1,12.0,87.99727272727276,3.7181818181818187,4.4,3.1291,3,B2,3
27,4.111111111111111,1,27.0,66.63000000000002,10.673333333333336,12.281481481481482,8.841846274778883,6,C1,4
34,4.235294117647059,1,34.0,52.84909090909092,14.08606060606061,18.04848484848485,14.554592549557764,7,B1,2
7,5.142857142857143,1,7.0,42.61571428571432,9.054285714285715,2.8000000000000003,11.20814326018867,0,A2,1
19,4.2105263157894735,1,19.0,53.97105263157897,10.451578947368422,9.705263157894738,11.20814326018867,3,B2,3
19,3.210526315789474,1,19.0,94.04473684210527,4.862105263157897,7.6000000000000005,3.1291,1,A2,1
26,4.1923076923076925,1,26.0,73.17200000000001,9.264,10.0,3.1291,0,A2,1
9,3.111111111111111,1,9.0,114.11500000000001,-0.6699999999999982,3.2,3.1291,0,A2,1
6,7.166666666666667,1,6.0,-24.85499999999996,18.216666666666672,29.06666666666667,14.554592549557764,4,A2,1
11,4.090909090909091,1,11.0,87.99727272727276,3.7181818181818187,8.036363636363637,8.841846274778883,2,A2,1
17,5.0,1,17.0,50.2388235294118,10.47529411764706,11.505882352941178,11.20814326018867,6,B2,3
26,4.538461538461538,1,26.0,56.252000000000024,11.624000000000002,14.8,13.023866798666859,7,B1,2
9,2.4444444444444446,1,9.0,103.04428571428575,0.6257142857142846,2.8000000000000003,3.1291,0,A1,0
14,5.0,1,14.0,65.72500000000001,7.570000000000004,8.457142857142857,8.841846274778883,4,B1,2
15,4.266666666666667,1,15.0,67.53000000000003,7.566666666666666,11.333333333333336,11.20814326018867,5,A2,1
26,5.269230769230769,1,26.0,34.021923076923116,14.973076923076924,16.553846153846155,14.554592549557764,10,B2,3
21,4.0,1,21.0,76.74857142857144,7.771428571428572,10.304761904761905,8.841846274778883,5,A2,1
6,5.5,1,6.0,42.61571428571432,9.054285714285715,8.514285714285714,11.20814326018867,2,B2,3
35,4.457142857142857,2,17.5,55.4412837837838,10.122297297297298,11.724324324324325,12.161744961471694,10,C2,5
19,4.684210526315789,2,9.5,68.0661842105263,6.125526315789475,8.010526315789475,8.841846274778883,6,B2,3
20,3.8,1,20.0,80.78500000000003,6.960000000000001,12.0,11.20814326018867,3,B2,3
24,5.791666666666667,2,12.0,21.930000000000035,13.181666666666665,21.46666666666667,15.903189008614273,13,B2,3
9,3.3333333333333335,1,9.0,92.965,2.280000000000001,3.2,3.1291,1,A2,1
26,4.8076923076923075,1,26.0,43.78346153846158,13.611538461538462,16.553846153846155,14.554592549557764,8,C1,4
15,4.066666666666666,1,15.0,90.09000000000002,4.420000000000002,8.666666666666668,8.841846274778883,2,B2,3
12,3.9166666666666665,2,6.0,87.94500000000002,2.4833333333333343,5.733333333333334,7.168621630094336,2,B2,3
17,5.117647058823529,1,17.0,33.690000000000026,12.286666666666669,14.0,13.023866798666859,7,B2,3
53,4.283018867924528,3,17.666666666666668,63.01833333333336,8.610000000000003,11.466666666666669,11.20814326018867,13,C2,5
9,4.555555555555555,1,9.0,75.50000000000003,4.964444444444446,3.6,3.1291,2,B2,3
